bedrooms,bathrooms,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15,yr_since_renovation,cluster
2,1.0,3990,1.0,0,7,1140,0,1924,1800,5700,91.0,7
4,2.5,57587,2.0,0,10,4070,0,1989,3890,35960,25.0,18
3,2.0,5913,1.0,0,8,1120,590,1941,2920,5922,74.0,7
3,1.5,6500,1.0,0,7,1340,0,1972,1620,7107,42.0,3
4,3.0,7000,2.0,0,8,2290,0,1977,2000,7200,38.0,5
3,2.0,7400,1.0,0,8,930,930,1922,1640,8461,10.0,8
3,1.0,4930,1.0,0,6,1080,0,1950,1100,5950,64.0,0
3,1.0,5264,1.0,0,7,960,0,1953,1140,5150,62.0,19
2,1.5,5000,2.0,0,7,980,0,1922,1040,5000,11.0,16
3,1.0,3399,2.0,0,7,1300,200,1926,1360,3588,88.0,7
3,2.0,8775,1.0,0,7,1440,0,1973,1790,7865,41.0,3
4,2.5,7465,2.0,0,8,2580,0,1993,2350,7596,21.0,4
5,2.5,4698,2.0,0,7,2070,0,1999,2010,4698,15.0,14
3,2.5,12368,1.0,0,7,1260,620,1967,1950,11551,47.0,15
3,2.0,12676,2.0,0,7,2420,0,1911,1210,6769,28.0,9
3,2.0,33630,1.0,0,8,1920,0,1992,2080,7505,22.0,5
3,2.0,5909,1.0,0,7,1270,600,1986,1870,7887,28.0,12
2,1.0,7620,1.0,0,7,900,0,1971,1520,7620,44.0,0
3,2.5,9888,2.0,0,9,2160,0,1989,3060,7829,25.0,10
2,1.0,2910,1.0,0,7,900,0,1924,1320,2910,90.0,19
2,1.0,9261,1.0,0,7,940,240,1957,1700,6325,57.0,13
2,1.0,6400,1.0,0,6,900,0,1938,1320,6400,76.0,1
3,2.0,16530,1.0,0,7,1600,0,1967,1850,41006,47.0,4
3,2.0,8352,1.0,2,6,750,750,1943,1500,8447,72.0,5
2,1.0,189486,1.0,0,6,1070,0,1942,1970,60548,72.0,18
4,2.5,5250,2.0,0,8,2570,0,1990,2260,5392,24.0,4
3,1.0,4000,1.5,0,7,1090,120,1928,1210,4000,87.0,13
4,2.5,7850,2.0,0,8,1850,0,1985,1830,8140,29.0,18
3,2.5,30886,2.0,0,8,1740,0,1992,1740,39133,22.0,9
3,1.0,14000,1.0,0,7,1300,0,1958,1390,8750,56.0,8
3,2.5,30605,2.0,0,8,2000,0,1989,1930,35350,26.0,14
4,2.0,9593,1.0,0,8,2160,0,1969,2820,9628,45.0,15
3,2.0,4299,1.5,0,7,1680,450,1922,2040,4548,93.0,13
3,2.0,8151,1.0,1,7,1100,480,1962,1650,8151,52.0,17
3,1.0,7500,1.0,0,6,1200,0,1905,1010,7000,25.0,8
3,3.0,5001,2.0,0,10,2810,980,1989,2500,6286,25.0,13
2,1.0,3874,1.0,0,6,860,0,1931,1400,5106,83.0,5
3,1.0,6380,1.5,0,7,1400,200,1939,1760,6380,76.0,19
4,2.5,13850,2.0,0,9,2110,0,1987,2520,10194,27.0,4
3,1.0,4980,1.0,0,6,950,450,1943,990,4980,71.0,19
3,2.0,9199,1.0,0,10,2110,0,1993,3130,8841,22.0,10
3,2.0,7125,1.0,0,7,1430,0,1984,1570,8075,31.0,4
3,2.0,41072,1.0,0,8,1520,1520,1978,2230,54014,37.0,14
2,1.0,5000,1.0,0,7,980,0,1950,1600,5965,65.0,19
6,2.0,4240,1.5,0,7,1970,600,1911,2030,4240,103.0,19
3,2.5,7020,1.0,0,8,1460,600,1967,2150,8400,47.0,19
3,1.0,8284,1.0,0,7,1300,0,1968,1360,7848,46.0,17
3,1.0,8284,1.0,0,7,1300,0,1968,1360,7848,47.0,17
3,2.0,7262,1.0,0,7,1180,500,1973,1910,7405,42.0,3
5,3.0,40341,1.0,0,8,2170,1850,1970,2650,53437,45.0,4
3,2.0,14087,1.0,0,7,1070,460,1979,1770,13660,35.0,14
3,1.0,6700,1.0,0,8,1170,0,1957,2410,7620,57.0,19
3,2.0,3764,1.5,0,7,1280,300,1945,1560,3764,69.0,7
3,1.5,11600,1.0,0,7,1270,0,1964,1380,9945,50.0,12
3,2.0,7700,1.0,0,8,1480,0,1975,1930,8560,39.0,3
3,2.0,10530,1.0,0,8,1700,520,1974,2500,10014,41.0,10
4,3.0,13729,2.0,0,11,3200,0,1984,4050,16921,30.0,10
3,1.0,10575,1.0,0,7,910,0,1968,1470,10425,46.0,6
3,1.5,9086,1.0,0,7,1480,0,1962,1540,9750,53.0,8
4,4.0,13058,2.0,0,8,3770,0,1983,2200,12255,32.0,3
4,3.0,13444,2.0,0,10,2360,1140,1977,3140,12935,37.0,13
3,2.0,7475,1.5,0,8,1480,0,1943,2120,7216,71.0,19
4,1.0,4690,1.5,0,7,1260,400,1945,1400,3876,69.0,7
5,2.0,11700,2.0,0,9,2520,0,1977,2530,12000,37.0,4
4,2.5,37522,2.0,0,9,2850,0,1987,2980,35280,27.0,4
4,2.5,10962,2.0,0,10,3780,0,1990,3310,11651,24.0,10
4,4.0,9750,1.0,0,9,1940,1830,1967,2260,9878,47.0,7
6,3.0,9675,1.0,2,9,1940,1660,1977,2990,9675,37.0,15
3,3.0,12600,1.5,0,8,1590,1390,1941,1520,9660,2.0,10
4,1.5,5534,1.5,0,7,1540,780,1915,1670,5913,100.0,7
4,2.0,11562,1.0,3,9,1670,1260,1947,2530,6517,67.0,7
4,2.5,8400,1.0,0,8,1420,620,1963,2540,8925,51.0,15
3,1.5,9898,1.0,0,7,1110,400,1954,1420,9250,61.0,8
4,2.5,65340,2.0,0,8,2660,0,1988,2850,74052,26.0,4
3,2.5,10050,2.0,0,7,1740,0,1989,1300,10125,25.0,6
3,2.0,9542,1.0,1,7,1190,1050,1980,2080,9542,35.0,17
4,2.0,9670,1.0,0,7,1170,400,1959,2080,9100,55.0,3
4,3.0,5000,1.5,0,7,1460,1040,1926,1720,4500,88.0,19
3,2.0,12408,1.0,0,7,1150,600,1962,1820,12977,52.0,19
4,2.5,9687,2.0,0,8,2020,1010,1998,2050,10193,16.0,9
3,2.5,934,3.0,0,8,1680,0,2008,1740,1280,7.0,0
6,4.5,10312,2.0,2,11,3610,2130,2000,4350,11917,15.0,15
3,1.0,6000,1.0,0,7,1220,0,1961,1420,13137,53.0,6
3,1.0,8370,1.5,0,7,1310,0,1962,1310,8370,52.0,3
6,2.0,8732,1.5,0,8,2490,0,1966,1840,8024,49.0,3
3,3.0,8227,1.5,0,8,1770,450,1929,1750,4800,85.0,13
4,2.5,7350,2.0,0,9,2240,0,1989,2200,8017,26.0,4
3,2.0,11875,1.0,0,7,1230,660,1979,1580,10920,35.0,9
4,2.5,6037,2.0,0,7,1850,0,1991,1860,6037,23.0,12
2,2.5,4440,2.0,0,8,1440,770,1931,1560,4920,83.0,13
3,2.0,7700,1.0,0,7,1410,0,1967,1560,7700,48.0,15
3,3.0,2614,2.0,0,9,1890,0,1979,1800,2769,35.0,10
3,1.0,12036,1.0,0,7,1550,280,1977,1810,12036,38.0,14
2,1.0,3700,1.0,0,7,1200,240,1914,1440,4300,100.0,7
2,1.0,7560,1.0,0,6,950,0,1958,1160,7560,56.0,5
4,2.5,10083,2.0,0,8,2370,0,1966,2370,10133,48.0,10
4,2.5,5762,2.0,0,10,3070,0,2000,3630,6500,14.0,4
3,1.0,12600,1.0,0,7,1300,0,1969,1480,13530,46.0,18
4,2.0,7054,1.0,0,7,1300,0,1950,1560,7100,1.0,0
3,3.0,1173,2.0,0,8,1000,210,2002,1650,1493,12.0,19
4,2.0,12650,1.0,0,8,1730,510,1981,2150,12650,33.0,5
3,2.0,8666,2.0,0,6,2400,1200,1948,2290,8200,66.0,10
4,2.5,7133,2.0,0,7,1960,0,2002,1960,6705,12.0,5
4,2.5,3134,2.0,0,7,1820,0,1999,1820,3751,15.0,2
3,2.0,17126,1.0,0,8,1400,560,1966,2060,11466,49.0,5
4,2.0,10160,1.0,0,8,1320,430,1972,2170,11165,43.0,15
5,3.5,5400,2.0,0,9,2890,810,2011,3620,5460,3.0,18
4,2.5,20946,2.0,0,8,2350,560,1976,2020,11342,38.0,3
2,1.0,5000,1.0,0,8,1090,180,1949,1640,5000,65.0,7
2,1.0,5880,1.0,0,6,720,0,1940,1440,7200,75.0,8
2,1.0,5120,1.0,0,7,1040,0,1901,1250,4000,113.0,13
3,1.5,11111,1.5,0,7,2210,0,1934,1250,8422,80.0,8
5,2.0,6000,2.0,0,7,2060,0,1903,1770,5000,111.0,19
2,1.0,6000,1.0,0,6,780,0,1923,1080,6000,92.0,5
4,3.0,8937,1.0,0,8,1460,780,1976,2360,9038,38.0,10
2,1.0,3330,1.0,0,7,800,0,1918,1300,4320,96.0,7
2,1.5,6900,2.0,0,7,1590,850,1910,1770,6900,105.0,13
5,1.0,6032,2.0,0,6,1460,0,1941,1060,10300,73.0,8
3,1.0,10196,1.0,0,7,1150,0,1957,1410,8925,57.0,10
3,3.0,12350,1.0,0,7,1470,1180,1975,1950,14075,40.0,19
4,3.0,36583,1.0,0,8,1580,1020,1976,2300,27820,38.0,4
6,2.0,6250,1.0,0,7,1130,690,1954,1820,5750,60.0,0
2,2.5,2500,2.0,0,8,1690,870,1901,1890,5000,113.0,13
3,2.5,3240,2.0,0,8,1714,0,2005,1714,3240,10.0,5
3,1.0,15678,1.0,0,7,900,430,1984,1330,12696,30.0,4
5,3.5,12231,2.0,4,11,4750,2600,2001,5380,12587,13.0,11
3,2.0,9045,2.0,0,6,2050,0,1959,1200,9045,56.0,5
3,1.0,12375,2.0,0,7,1810,0,1970,1420,9357,44.0,3
3,2.0,9134,1.0,0,7,880,500,1981,1400,8190,34.0,5
3,3.0,10739,2.0,0,10,2440,630,1987,3490,11913,28.0,10
2,1.0,4046,1.0,0,7,800,0,1940,1400,4046,75.0,7
4,3.0,9920,2.0,0,8,2140,0,1993,2130,9920,22.0,6
3,1.0,9540,1.0,0,7,1330,0,1971,1250,10350,43.0,18
3,1.0,9120,1.0,0,7,1030,0,1961,1470,10220,53.0,17
3,2.5,4948,2.0,0,7,1740,0,2008,1290,3383,6.0,2
3,1.0,4000,1.5,0,6,1200,0,1923,1390,4000,91.0,13
3,3.0,2944,2.0,0,7,960,530,1993,1590,1600,21.0,7
4,2.5,5954,2.0,0,7,1890,0,2004,2030,5880,11.0,12
5,2.0,13630,2.0,0,10,3060,0,1989,3430,10700,25.0,15
6,2.5,12000,1.0,1,8,1800,1450,1966,3490,10320,48.0,19
3,3.0,11936,2.0,2,8,1530,1200,1978,2810,12333,37.0,3
3,1.0,4600,1.0,0,6,810,0,1918,1520,4800,97.0,13
4,2.0,11040,1.0,0,8,1120,1120,1961,1790,11040,53.0,3
3,1.0,5247,1.0,0,7,1270,470,1947,1070,5636,67.0,8
4,2.0,16236,1.0,0,7,1540,840,1961,2230,8925,53.0,10
4,1.0,8400,1.0,0,7,770,770,1971,1520,9891,44.0,5
4,2.0,9100,1.0,0,8,1610,730,1975,2470,11000,39.0,10
4,3.0,45963,2.0,0,9,2710,0,1995,2710,33955,19.0,9
3,2.0,18400,1.0,0,7,870,440,1954,1840,10790,60.0,8
3,2.0,9585,1.0,0,7,1390,0,1973,1240,8188,41.0,19
4,2.5,9542,2.0,0,8,2201,0,2006,1990,9542,9.0,17
3,2.0,10385,1.0,0,8,1960,0,1988,2800,12632,26.0,15
3,2.5,10474,1.0,0,8,1730,1120,1954,2820,10474,60.0,10
4,2.0,4080,1.0,0,7,940,940,1924,1410,4080,91.0,7
5,3.0,6858,2.0,0,8,2440,0,2003,2300,6858,11.0,12
4,2.5,5800,2.0,0,9,2560,0,2005,3040,5800,10.0,14
3,2.0,15210,1.0,0,7,1410,0,1950,1970,16290,0.0,8
3,2.0,6360,1.5,1,8,1790,1080,1946,2310,6466,68.0,19
4,2.5,9359,2.0,0,9,2620,0,1987,2580,7433,28.0,5
5,3.0,10335,2.0,0,9,2970,0,2000,2970,10335,14.0,4
3,2.5,7214,1.0,0,7,1400,380,1986,1520,7228,28.0,12
5,2.0,7207,1.0,1,8,1850,1850,1970,2340,7900,44.0,19
4,2.5,25002,1.0,0,8,992,260,1996,1860,25002,19.0,6
4,1.5,8158,1.0,0,7,1110,130,1961,1520,8147,54.0,17
3,2.5,3920,2.0,0,9,2160,0,2014,1500,4920,1.0,0
3,2.5,4348,2.0,0,8,2040,0,2006,2380,4348,8.0,14
5,3.5,4797,2.0,0,9,2570,560,2014,3440,5439,0.0,15
3,2.5,4456,2.0,0,7,2350,0,2004,2350,4456,11.0,11
3,2.0,16817,2.0,0,7,1570,0,1982,1600,16817,32.0,9
3,1.0,389126,1.5,0,7,1530,0,1919,1768,42148,95.0,1
2,2.0,5010,1.0,0,7,1520,0,1999,1110,5040,15.0,7
3,1.0,9680,1.0,0,7,820,530,1959,1320,9225,56.0,17
3,2.0,8480,1.0,0,8,1250,700,1962,1740,8480,52.0,15
4,3.5,9600,2.0,0,10,3950,0,1998,3110,10213,17.0,4
3,2.0,6000,1.0,0,7,1120,920,1958,1530,6250,56.0,0
3,2.5,4040,1.5,0,8,1390,600,1926,1180,3030,88.0,7
3,2.0,7030,1.0,0,7,1300,0,1968,1450,7650,46.0,3
4,2.0,12000,2.0,0,7,2030,0,1977,2190,9900,38.0,3
3,2.0,6750,1.5,0,7,1620,720,1914,1410,3388,100.0,19
3,2.5,6288,2.0,0,8,2160,0,1996,1830,7600,19.0,19
3,3.0,10000,1.0,1,8,1640,1130,1962,2450,10000,52.0,3
4,2.0,8120,2.0,0,7,2030,0,1950,1520,9440,64.0,8
3,1.0,13824,1.0,0,7,1440,0,1957,2540,12092,58.0,13
5,2.0,10368,1.0,0,7,1010,720,1963,1730,7728,52.0,5
5,3.5,16305,2.0,0,10,2820,1690,2003,4330,18741,11.0,4
3,2.5,7600,1.0,0,7,1450,650,1980,2010,7600,35.0,18
3,2.5,5372,2.0,0,8,1800,0,1987,1650,6014,27.0,3
3,1.0,8520,1.0,0,7,1090,0,1967,1190,8520,47.0,17
3,1.5,10000,1.0,0,7,1010,0,1973,2420,34637,42.0,6
3,2.5,9765,2.0,0,8,2040,0,1985,2350,10150,29.0,17
3,3.5,4088,2.0,0,8,1880,390,1996,1760,5425,18.0,0
3,2.5,5799,2.0,0,7,1730,0,1987,1710,6490,27.0,12
4,2.5,15411,2.0,2,8,2480,0,1994,2940,14679,21.0,15
4,2.0,2410,1.0,0,7,970,750,1930,1160,1404,8.0,0
3,2.0,6975,1.0,0,7,1040,530,1979,1280,7813,35.0,0
4,3.0,7200,2.0,0,7,3527,0,2005,2490,7200,10.0,17
2,1.0,8100,1.0,0,7,840,0,1948,1100,8220,66.0,7
2,2.0,10766,1.0,3,6,1160,790,1952,1780,11721,62.0,8
4,2.5,6568,2.0,0,8,1980,0,2004,2310,6496,11.0,18
2,1.5,3760,2.0,0,7,1170,450,1924,2130,4000,91.0,13
4,1.0,7015,1.0,0,7,1260,720,1973,1570,7626,41.0,3
2,1.0,4800,1.0,0,6,1100,160,1947,1260,2435,67.0,0
4,2.5,10841,1.0,0,8,1500,620,1979,3130,10950,35.0,15
3,2.0,10573,1.0,0,7,1360,0,1984,1580,8280,30.0,17
2,2.0,155130,1.0,0,7,2370,0,1970,1860,14475,45.0,2
2,1.0,9207,1.0,0,7,1210,250,1947,1500,6898,68.0,19
4,2.0,10800,1.0,0,6,990,990,1948,2180,10800,66.0,15
4,2.5,7014,2.0,0,8,1930,0,1994,1990,7920,20.0,12
5,2.0,9140,1.0,0,8,1850,1850,1957,2190,6720,57.0,8
4,2.5,6600,2.0,0,7,1970,0,1987,1970,7682,27.0,12
3,3.0,36445,2.0,0,8,2470,0,1980,2310,35350,34.0,14
3,1.0,32214,1.0,0,7,1180,0,1952,2300,13714,62.0,12
3,1.0,2580,1.5,0,8,1280,0,1910,1410,3150,0.0,7
3,2.0,7350,1.0,0,7,990,390,1981,1660,8400,33.0,14
3,3.0,9505,1.0,0,7,1260,760,1969,2080,11901,45.0,3
4,2.5,6598,2.0,0,8,2835,0,2002,2770,6969,12.0,14
4,2.0,14417,1.0,0,7,1520,0,1968,1600,10716,47.0,11
3,2.5,4882,2.0,0,9,2190,0,1999,2190,7055,15.0,19
5,2.0,8400,1.0,0,7,1680,0,1979,1800,8550,36.0,17
4,3.5,6364,2.0,0,9,3915,0,2014,3830,6507,1.0,2
5,2.0,9972,1.0,0,8,1720,0,1951,2700,9023,63.0,10
2,3.0,1709,2.0,0,7,1400,390,2001,1460,1462,13.0,13
2,1.0,5029,1.0,0,7,920,0,1938,1230,5029,77.0,19
4,1.0,4087,1.5,0,7,1680,0,1911,1740,3745,103.0,7
5,4.0,6480,2.0,0,10,2190,1100,1938,2010,7639,76.0,7
3,2.5,6840,1.0,0,7,1220,900,1984,1820,8200,30.0,12
3,1.0,6630,1.0,0,6,910,0,1912,950,5100,103.0,7
2,1.0,4776,1.0,0,6,1000,0,1942,1500,4800,72.0,13
3,2.5,4273,2.0,0,7,2340,0,2002,2400,4624,13.0,11
3,2.0,1800,2.0,2,8,1180,0,1994,1500,1948,21.0,13
3,2.0,50965,1.0,0,8,1590,490,1979,2270,51836,35.0,18
6,2.5,12978,1.0,0,9,2360,1400,1967,2300,7362,47.0,7
3,2.5,7200,2.0,0,7,1480,0,1995,1350,7200,19.0,14
3,3.0,13554,2.0,0,10,3060,0,1984,3060,11455,31.0,15
4,3.5,4440,2.0,0,9,2030,1040,1922,1780,4800,8.0,0
3,1.0,7560,1.0,0,6,1170,0,1958,1170,7560,57.0,5
5,3.0,6730,1.0,0,8,1830,1070,1977,2370,6283,37.0,19
4,2.0,7350,1.0,0,7,1430,550,1973,1870,7920,41.0,3
3,2.0,5304,1.5,0,7,1640,780,1947,1560,5304,67.0,19
3,2.0,16510,1.0,0,8,1600,0,1984,1510,10407,30.0,10
3,2.0,5742,1.0,0,8,1460,750,1951,1900,4590,63.0,19
2,1.0,6500,1.0,0,7,1140,540,1941,1610,6500,73.0,0
3,1.0,5395,1.0,0,7,1010,130,1909,1700,5376,105.0,19
3,2.0,10574,2.0,0,7,1430,0,1981,1900,10450,33.0,3
3,1.0,7107,1.0,0,7,1000,440,1980,1540,7140,35.0,18
3,1.0,5200,1.0,0,7,1030,640,1977,1620,6696,38.0,14
5,3.0,50405,2.0,0,8,3220,1080,1972,2680,41684,43.0,14
4,3.5,174240,2.0,0,9,3010,0,2004,2720,247856,10.0,9
3,2.0,7500,1.0,0,8,1560,0,1966,1600,7904,48.0,5
4,2.0,7665,1.0,0,8,1500,420,1975,2100,7344,39.0,5
3,2.5,4400,1.0,0,7,1400,0,1930,1060,4400,0.0,0
5,2.0,3600,2.0,0,7,2280,0,1992,1740,1800,22.0,13
6,2.5,5700,2.0,0,7,3880,0,2003,2620,5070,11.0,2
2,1.0,3880,1.0,0,6,950,400,1927,1670,3920,88.0,7
3,1.5,2700,1.5,0,7,1480,0,1928,1970,4200,87.0,13
4,3.0,1189,3.0,0,8,1427,243,2000,1700,1401,14.0,13
4,2.5,6742,2.0,0,9,3400,0,2004,2970,6909,10.0,18
3,2.5,3986,2.0,0,8,2070,0,1999,2090,3986,15.0,11
3,2.0,43575,1.0,0,7,1160,600,1988,1760,46038,26.0,14
4,3.0,57499,2.0,0,9,4030,0,2002,3470,57499,12.0,2
2,1.0,5413,1.0,0,7,880,250,1939,1250,5413,75.0,19
3,2.0,7700,1.0,0,7,1510,0,1968,1440,7416,47.0,3
4,3.5,108464,2.0,2,8,3110,0,1979,2340,4938,35.0,4
2,1.0,5100,1.0,0,7,740,0,1947,920,5100,68.0,19
3,2.0,10500,1.0,0,7,1100,530,1974,1640,9794,40.0,3
4,2.0,9900,2.0,0,10,2780,0,1978,2600,12000,36.0,4
3,2.0,5560,1.0,0,7,1100,890,1939,1460,3706,75.0,19
4,3.0,14149,2.0,0,9,2250,0,1992,2450,14027,23.0,2
3,2.0,37363,1.0,0,8,1350,370,1974,2740,40635,41.0,2
2,1.0,423838,1.0,2,6,900,0,1925,1810,94960,89.0,1
3,2.0,4580,2.0,0,7,1530,0,2011,2110,4094,3.0,2
2,1.0,3090,2.0,0,7,1450,0,1919,1450,4635,27.0,7
3,2.0,5000,1.5,0,7,1780,260,1924,1690,5000,91.0,19
4,2.0,11041,1.5,0,9,2620,0,1962,2230,11041,52.0,15
2,2.0,2553,2.0,0,6,1180,0,2005,1310,2687,10.0,14
3,1.0,8423,1.0,0,7,1110,0,1952,1140,9083,62.0,8
3,2.0,9781,2.0,0,7,1840,0,1989,1490,10101,26.0,2
4,2.0,7810,1.0,0,8,1510,1210,1952,2120,7315,62.0,19
2,2.0,1950,1.0,0,8,1090,0,1982,1360,3426,33.0,17
4,2.0,6500,1.0,0,7,1250,480,1945,1910,8100,69.0,19
4,1.5,6240,1.0,0,6,1170,0,1960,2380,8846,54.0,13
4,4.0,126759,2.0,0,10,4740,0,1991,3060,118047,23.0,14
3,2.5,8000,1.0,0,7,1290,670,1977,1960,8000,37.0,3
3,2.0,3480,1.0,0,7,980,450,1947,1450,4650,67.0,7
3,2.0,43995,2.0,0,8,2510,0,1981,2470,48351,33.0,14
3,2.0,6980,1.0,0,7,820,600,1980,1470,7319,34.0,17
3,2.0,175982,1.0,0,9,2680,0,2004,3170,215186,10.0,14
3,1.0,9600,1.0,0,7,1220,0,1958,1310,9600,57.0,6
2,1.0,6100,1.0,0,6,1070,0,1940,1770,5695,74.0,0
3,2.0,19998,1.0,0,7,1580,0,1968,1860,19998,47.0,14
4,2.0,6000,1.0,0,7,930,890,1942,1590,6000,73.0,19
3,3.5,6402,2.0,0,10,3590,0,1999,3230,7305,15.0,4
5,3.0,13238,2.0,0,8,3160,0,1972,2360,12042,42.0,15
4,2.0,4033,2.0,0,7,1630,400,1925,1350,1340,90.0,19
3,1.5,15867,1.0,0,7,1240,0,1962,1570,9600,52.0,3
5,2.5,14455,2.0,0,9,2670,0,1958,1810,14455,56.0,19
3,1.0,12060,1.0,0,7,1640,0,1960,1680,9147,54.0,5
3,2.5,4954,1.5,0,7,1850,700,1924,1700,4954,90.0,13
4,3.0,15405,1.0,2,8,1850,1780,1968,3380,11184,46.0,15
3,1.5,9708,1.5,0,7,1690,0,1954,1570,9858,60.0,15
6,2.0,8660,1.5,0,7,2390,0,1925,2250,12942,89.0,3
3,3.5,10739,1.0,2,7,1340,1010,1940,2580,11026,74.0,19
3,3.5,1217,2.0,0,8,1180,240,2003,1494,1264,11.0,7
3,2.0,7187,1.0,0,8,1170,400,1980,1660,8775,35.0,19
3,2.0,19200,1.0,0,7,1600,0,1967,2010,14850,47.0,3
2,1.0,5040,1.0,0,6,720,0,1955,1357,5120,59.0,0
3,1.0,7350,1.0,0,7,1470,0,1969,1720,8050,45.0,17
5,3.5,16952,2.0,2,10,1970,820,1991,2980,17281,23.0,8
3,2.0,8102,1.0,0,6,860,860,1940,1440,8106,74.0,19
3,2.0,9600,1.0,0,7,1300,0,1969,2070,9775,45.0,10
4,1.0,5500,1.5,0,8,1820,700,1912,2350,5000,102.0,13
4,1.5,7914,1.5,0,7,1780,0,1962,1350,8069,52.0,5
4,2.5,9643,2.0,0,9,2990,0,2003,2990,8666,11.0,4
3,1.0,3000,1.5,0,7,1370,0,1924,1510,2151,90.0,7
3,2.5,4941,2.0,0,8,1910,0,1999,1910,4941,16.0,4
4,1.0,8147,1.5,0,6,1170,0,1959,1260,8147,55.0,19
3,2.5,864,3.0,0,8,1250,0,2004,1330,2298,10.0,19
5,2.5,24755,2.0,0,10,3340,0,2002,3420,23274,12.0,14
3,2.0,8536,2.0,0,7,1380,0,1955,1260,8750,59.0,8
1,1.0,10235,1.5,0,6,780,0,1989,930,10165,26.0,16
4,2.0,8000,1.0,0,8,1390,690,1964,1800,7700,50.0,10
3,1.0,7200,2.0,0,6,1410,0,1901,1640,7200,113.0,13
1,1.0,5600,1.0,0,6,520,0,1918,1030,5265,96.0,0
4,3.5,4080,2.0,2,9,2590,910,2004,2430,5100,11.0,19
2,1.0,5265,1.0,0,6,840,0,1969,920,5100,46.0,14
3,2.0,9200,1.0,0,7,1440,800,1968,1740,9600,47.0,6
4,2.5,5857,2.0,0,8,2100,0,2002,2090,7779,13.0,5
3,1.5,12500,1.0,0,7,1150,600,1954,1680,13000,60.0,11
4,2.5,60467,2.0,0,9,3130,0,1996,2780,44224,19.0,2
3,2.0,20000,1.0,0,7,1470,0,1968,1390,30056,46.0,14
3,2.0,5600,1.0,0,6,720,720,1942,1120,5700,7.0,5
3,3.0,1249,3.0,0,8,1430,0,2003,1020,1112,11.0,7
4,2.5,9600,1.0,0,7,1460,710,1980,1940,8400,34.0,18
3,1.0,8050,1.5,0,7,1150,0,1956,1360,8050,58.0,17
4,3.5,3435,1.5,3,7,1640,990,1984,1920,2435,30.0,8
4,2.5,40608,2.0,0,9,2490,0,1997,3170,45441,17.0,2
3,2.0,5000,1.0,0,7,1110,600,1944,920,5000,71.0,7
4,2.5,35752,1.0,0,8,1490,640,1980,3030,34000,34.0,4
3,1.0,9272,1.0,0,7,940,0,1954,1270,9375,61.0,8
3,1.0,9460,1.0,0,7,1060,340,1961,1570,7700,53.0,8
4,2.0,3000,1.0,0,7,930,700,1978,1630,3000,36.0,13
2,1.0,8400,1.0,0,7,1370,0,1948,1330,8396,67.0,19
4,3.0,15800,1.0,0,8,1680,700,1957,1950,11751,13.0,15
4,2.5,8545,2.0,0,8,1970,0,2004,2590,7200,10.0,5
3,3.0,54014,2.0,0,8,1980,570,1967,2180,21600,47.0,18
3,1.0,5250,1.0,0,7,1080,0,1947,1100,5250,67.0,19
2,1.0,6000,1.0,0,6,900,570,1944,1670,6000,71.0,7
4,2.5,42580,2.0,0,10,3620,0,1984,2950,33167,30.0,18
3,1.5,57499,1.0,0,7,1050,0,1975,1460,42688,40.0,11
2,1.0,403365,1.0,3,6,1050,0,1905,1760,108900,109.0,1
3,1.0,3625,2.0,0,7,1320,0,1900,1660,5438,114.0,13
3,1.0,7649,1.0,0,7,1210,0,1956,1210,6760,58.0,19
3,1.5,7190,2.0,1,7,1860,0,1952,1670,5525,62.0,19
2,1.0,6480,1.0,0,6,810,0,1942,1920,6000,73.0,7
3,1.5,7475,1.0,1,7,1160,470,1940,2320,7475,74.0,19
3,1.0,19600,1.0,0,7,880,0,1978,880,10500,36.0,17
4,2.0,11664,1.0,0,6,1010,650,1952,1670,9975,62.0,8
3,2.0,10628,2.0,2,10,3440,0,1985,3170,11434,29.0,15
3,2.0,10454,1.0,0,8,1440,670,1978,1990,10890,36.0,3
3,1.0,12000,1.0,0,7,1060,0,1952,1550,10500,63.0,19
3,2.5,7984,2.0,0,8,1900,0,1993,2650,9352,21.0,3
1,1.0,1060,1.0,0,8,760,60,2007,1770,1924,7.0,0
3,2.5,3218,3.0,0,7,2050,0,2008,2050,7200,6.0,19
2,1.5,4013,1.5,0,7,1090,0,1900,1390,4013,114.0,7
2,1.5,4013,1.5,0,7,1090,0,1900,1390,4013,115.0,7
2,1.5,6250,1.0,0,7,1060,860,1937,2070,6250,77.0,7
3,2.5,7942,2.0,0,7,1870,0,1990,1870,7392,24.0,6
4,2.0,46609,1.5,0,7,2690,0,1940,1920,7302,74.0,8
3,2.0,5863,1.5,0,7,1260,900,1928,1590,3000,86.0,13
4,2.5,10392,2.0,0,9,3000,0,1995,3140,9213,19.0,4
3,3.0,9600,2.5,0,9,1830,420,1909,2060,4980,23.0,13
4,2.0,8734,2.0,2,8,2130,0,1961,2550,8800,53.0,15
4,2.5,41167,2.0,0,7,2300,0,1988,2300,21765,26.0,12
3,2.5,218235,1.0,0,8,3360,0,1989,2650,220849,25.0,2
5,2.0,15143,1.5,4,8,1740,700,1944,2390,10907,70.0,0
3,2.0,3488,2.0,0,7,1440,0,1983,1390,3488,31.0,3
3,1.0,6840,2.0,0,6,1780,0,1947,1410,7200,67.0,19
